#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  25800      8.40e-01    8.58e-01      8.93e-04    3.10e-03      5.44e-02    5.56e-02    2.4e-04
  25900      7.39e-01    8.44e-01      9.56e-03    9.04e-03      4.67e-02    5.38e-02    2.4e-04
  26000      8.10e-01    8.27e-01      2.88e-03    3.37e-03      5.24e-02    5.35e-02    2.4e-04
  26100      9.33e-01    7.74e-01      6.92e-03    7.47e-03      6.00e-02    4.95e-02    2.4e-04
  26200      6.94e-01    8.89e-01      1.23e-02    1.24e-02      4.28e-02    5.60e-02    2.4e-04
  26300      8.75e-01    8.18e-01      4.43e-03    3.97e-03      5.65e-02    5.28e-02    2.4e-04
  26400      9.27e-01    9.14e-01      9.48e-03    9.39e-03      5.92e-02    5.83e-02    2.4e-04
  26500      8.22e-01    8.73e-01      3.32e-04    6.87e-04      5.33e-02    5.66e-02    2.4e-04
  26600      8.21e-01    9.54e-01      7.05e-03    6.45e-03      5.27e-02    6.14e-02    2.4e-04
  26700      1.01e+00    1.02e+00      1.94e-02    1.95e-02      6.16e-02    6.26e-02    2.4e-04
  26800      9.11e-01    9.24e-01      1.14e-02    1.01e-02      5.77e-02    5.89e-02    2.4e-04
  26900      7.98e-01    1.04e+00      8.03e-03    8.14e-03      5.10e-02    6.70e-02    2.4e-04
  27000      8.41e-01    8.46e-01      1.47e-02    1.38e-02      5.20e-02    5.27e-02    2.4e-04
  27100      7.67e-01    8.54e-01      5.33e-03    6.24e-03      4.93e-02    5.50e-02    2.4e-04
  27200      9.67e-01    9.83e-01      2.10e-02    2.15e-02      5.82e-02    5.91e-02    2.4e-04
  27300      9.43e-01    8.36e-01      1.29e-02    1.31e-02      5.94e-02    5.22e-02    2.4e-04
  27400      8.80e-01    6.53e-01      1.21e-03    6.77e-05      5.70e-02    4.24e-02    2.4e-04
  27500      9.01e-01    8.38e-01      2.24e-03    5.12e-04      5.84e-02    5.43e-02    2.4e-04
  27600      9.19e-01    9.41e-01      1.11e-02    9.70e-03      5.83e-02    6.01e-02    2.4e-04
  27700      7.78e-01    9.23e-01      2.23e-02    1.75e-02      4.39e-02    5.66e-02    2.4e-04
  27800      9.26e-01    8.24e-01      6.00e-03    5.93e-03      5.97e-02    5.30e-02    2.4e-04
  27900      7.24e-01    8.98e-01      6.02e-03    8.78e-03      4.64e-02    5.74e-02    2.4e-04
  28000      9.16e-01    8.48e-01      4.89e-03    3.91e-03      5.91e-02    5.48e-02    2.4e-04
  28100      8.31e-01    8.95e-01      2.16e-02    1.61e-02      4.82e-02    5.52e-02    2.4e-04
  28200      7.43e-01    8.06e-01      1.15e-03    1.63e-03      4.82e-02    5.22e-02    2.4e-04
  28300      9.20e-01    7.98e-01      8.35e-03    1.06e-02      5.89e-02    5.04e-02    2.4e-04
  28400      8.98e-01    8.83e-01      4.20e-03    3.18e-03      5.80e-02    5.71e-02    2.4e-04
  28500      8.44e-01    7.95e-01      1.13e-02    1.27e-02      5.33e-02    4.96e-02    2.4e-04
  28600      8.82e-01    8.39e-01      1.47e-02    1.33e-02      5.48e-02    5.23e-02    2.4e-04
  28700      8.29e-01    8.26e-01      3.18e-03    2.26e-03      5.37e-02    5.35e-02    2.4e-04
  28800      7.54e-01    8.90e-01      8.64e-03    7.75e-03      4.80e-02    5.71e-02    2.4e-04
  28900      8.36e-01    8.54e-01      7.00e-03    8.02e-03      5.36e-02    5.46e-02    2.4e-04
  29000      9.33e-01    9.44e-01      1.95e-02    1.74e-02      5.65e-02    5.81e-02    2.4e-04
  29100      9.36e-01    8.16e-01      1.30e-03    1.57e-03      6.06e-02    5.29e-02    2.4e-04
  29200      8.15e-01    1.00e+00      2.19e-03    1.36e-03      5.28e-02    6.48e-02    2.4e-04
  29300      8.76e-01    9.54e-01      7.64e-03    7.28e-03      5.61e-02    6.13e-02    2.4e-04
  29400      7.63e-01    8.09e-01      7.94e-03    7.61e-03      4.87e-02    5.18e-02    2.4e-04
  29500      8.76e-01    8.42e-01      2.76e-03    4.55e-04      5.67e-02    5.46e-02    2.4e-04
  29600      9.03e-01    8.76e-01      2.84e-03    2.51e-03      5.84e-02    5.67e-02    2.4e-04
  29700      8.32e-01    9.25e-01      1.61e-02    1.58e-02      5.09e-02    5.73e-02    2.4e-04
  29800      8.30e-01    8.68e-01      5.28e-03    5.93e-03      5.35e-02    5.59e-02    2.4e-04
  29900      1.06e+00    8.74e-01      1.80e-02    1.72e-02      6.59e-02    5.33e-02    2.4e-04
  30000      7.07e-01    6.15e-01      4.41e-03    4.76e-03      5.26e-02    4.56e-02    1.8e-04
  30100      6.29e-01    6.66e-01      1.37e-03    1.95e-03      4.70e-02    4.98e-02    1.8e-04
  30200      7.17e-01    7.36e-01      1.60e-03    1.73e-04      5.36e-02    5.51e-02    1.8e-04
  30300      6.86e-01    7.43e-01      8.65e-03    9.52e-03      5.00e-02    5.41e-02    1.8e-04
  30400      7.02e-01    5.55e-01      1.96e-03    2.41e-03      5.25e-02    4.14e-02    1.8e-04
  30500      8.33e-01    8.03e-01      2.39e-03    1.86e-03      6.22e-02    6.00e-02    1.8e-04
  30600      6.80e-01    7.39e-01      3.99e-03    5.10e-03      5.06e-02    5.49e-02    1.8e-04
  30700      7.73e-01    7.16e-01      1.42e-03    5.94e-04      5.78e-02    5.35e-02    1.8e-04
  30800      6.74e-01    6.47e-01      1.26e-03    1.25e-03      5.04e-02    4.83e-02    1.8e-04
  30900      7.75e-01    6.70e-01      4.18e-03    3.53e-03      5.77e-02    4.99e-02    1.8e-04
  31000      6.58e-01    8.01e-01      4.48e-03    2.53e-03      4.89e-02    5.99e-02    1.8e-04
  31100      6.37e-01    7.18e-01      1.89e-03    9.58e-05      4.76e-02    5.37e-02    1.8e-04
  31200      6.60e-01    7.07e-01      3.90e-03    1.53e-03      4.91e-02    5.28e-02    1.8e-04
  31300      7.28e-01    7.48e-01      5.26e-04    5.63e-04      5.45e-02    5.59e-02    1.8e-04
  31400      7.80e-01    7.30e-01      1.19e-02    1.30e-02      5.62e-02    5.18e-02    1.8e-04
  31500      9.15e-01    7.50e-01      6.84e-03    7.23e-03      6.79e-02    5.53e-02    1.8e-04
  31600      7.52e-01    8.86e-01      1.95e-02    1.79e-02      4.99e-02    6.18e-02    1.8e-04
  31700      6.51e-01    8.41e-01      3.08e-03    3.65e-03      4.86e-02    6.28e-02    1.8e-04
  31800      7.62e-01    7.18e-01      9.52e-04    2.35e-03      5.70e-02    5.37e-02    1.8e-04
  31900      7.21e-01    7.36e-01      1.18e-03    6.68e-04      5.39e-02    5.51e-02    1.8e-04
  32000      7.33e-01    7.16e-01      1.43e-02    1.21e-02      5.14e-02    5.11e-02    1.8e-04
  32100      6.96e-01    7.87e-01      5.01e-03    2.16e-03      5.16e-02    5.88e-02    1.8e-04
  32200      7.44e-01    8.09e-01      5.30e-03    2.39e-03      5.52e-02    6.04e-02    1.8e-04
  32300      7.05e-01    8.12e-01      1.13e-02    1.14e-02      5.05e-02    5.88e-02    1.8e-04
  32400      8.12e-01    6.63e-01      8.58e-03    1.06e-02      5.97e-02    4.76e-02    1.8e-04
  32500      5.60e-01    7.23e-01      4.64e-03    4.02e-03      4.14e-02    5.38e-02    1.8e-04
  32600      8.67e-01    7.28e-01      9.22e-03    8.43e-03      6.37e-02    5.33e-02    1.8e-04
  32700      6.85e-01    6.13e-01      9.40e-03    6.98e-03      4.97e-02    4.49e-02    1.8e-04
  32800      6.86e-01    8.72e-01      6.09e-03    3.58e-03      5.07e-02    6.51e-02    1.8e-04
  32900      7.07e-01    6.75e-01      5.49e-03    6.65e-03      5.24e-02    4.97e-02    1.8e-04
  33000      8.04e-01    8.78e-01      8.45e-03    8.06e-03      5.91e-02    6.48e-02    1.8e-04
  33100      7.09e-01    7.31e-01      1.63e-04    2.26e-03      5.31e-02    5.46e-02    1.8e-04
  33200      5.94e-01    7.08e-01      2.60e-03    1.99e-03      4.43e-02    5.29e-02    1.8e-04
  33300      6.86e-01    6.05e-01      1.47e-03    1.20e-03      5.13e-02    4.53e-02    1.8e-04
  33400      7.26e-01    6.45e-01      7.88e-03    7.41e-03      5.33e-02    4.72e-02    1.8e-04
  33500      7.05e-01    6.01e-01      4.45e-03    2.64e-03      5.24e-02    4.48e-02    1.8e-04
  33600      8.06e-01    6.38e-01      3.59e-04    1.19e-03      6.03e-02    4.77e-02    1.8e-04
  33700      8.71e-01    7.08e-01      3.61e-03    2.48e-03      6.50e-02    5.29e-02    1.8e-04
  33800      7.46e-01    7.65e-01      2.73e-03    2.48e-03      5.57e-02    5.71e-02    1.8e-04
  33900      6.72e-01    7.00e-01      2.73e-03    2.21e-03      5.01e-02    5.23e-02    1.8e-04
  34000      6.77e-01    8.30e-01      9.26e-03    1.02e-02      4.91e-02    6.06e-02    1.8e-04
  34100      7.59e-01    7.45e-01      1.14e-02    1.10e-02      5.47e-02    5.37e-02    1.8e-04
  34200      7.88e-01    6.75e-01      1.09e-02    9.64e-03      5.72e-02    4.88e-02    1.8e-04
  34300      5.18e-01    7.04e-01      6.40e-03    4.75e-03      3.78e-02    5.23e-02    1.8e-04
  34400      8.15e-01    8.14e-01      1.67e-02    1.25e-02      5.68e-02    5.86e-02    1.8e-04
  34500      6.38e-01    7.35e-01      2.02e-03    1.95e-03      4.77e-02    5.50e-02    1.8e-04
  34600      7.22e-01    7.31e-01      6.08e-03    5.28e-03      5.34e-02    5.43e-02    1.8e-04
  34700      7.49e-01    6.28e-01      7.73e-03    7.19e-03      5.51e-02    4.60e-02    1.8e-04
  34800      5.97e-01    7.01e-01      2.18e-03    3.30e-03      4.46e-02    5.23e-02    1.8e-04
  34900      6.54e-01    8.62e-01      1.28e-02    1.01e-02      4.59e-02    6.31e-02    1.8e-04
  35000      5.74e-01    7.03e-01      2.75e-03    2.17e-03      4.93e-02    6.06e-02    1.3e-04
  35100      5.87e-01    5.97e-01      1.06e-03    6.08e-04      5.06e-02    5.15e-02    1.3e-04
  35200      7.02e-01    5.69e-01      1.06e-03    5.95e-04      6.06e-02    4.91e-02    1.3e-04
  35300      6.06e-01    6.01e-01      4.08e-03    3.23e-03      5.19e-02    5.16e-02    1.3e-04
  35400      5.79e-01    6.86e-01      1.91e-03    1.29e-03      4.99e-02    5.92e-02    1.3e-04
  35500      6.42e-01    6.47e-01      3.67e-04    5.15e-04      5.54e-02    5.59e-02    1.3e-04
  35600      5.95e-01    6.04e-01      2.33e-03    1.73e-03      5.12e-02    5.21e-02    1.3e-04
  35700      6.23e-01    5.85e-01      9.44e-04    4.48e-04      5.37e-02    5.05e-02    1.3e-04
  35800      6.05e-01    6.21e-01      2.11e-03    2.40e-03      5.21e-02    5.35e-02    1.3e-04
  35900      5.90e-01    6.49e-01      6.00e-04    2.20e-03      5.09e-02    5.59e-02    1.3e-04
  36000      7.13e-01    6.54e-01      3.40e-03    2.52e-03      6.13e-02    5.63e-02    1.3e-04
  36100      5.13e-01    7.43e-01      5.95e-03    5.18e-03      4.33e-02    6.36e-02    1.3e-04
  36200      6.18e-01    5.85e-01      7.89e-03    8.74e-03      5.19e-02    4.86e-02    1.3e-04
  36300      5.95e-01    6.18e-01      4.02e-03    4.50e-03      5.10e-02    5.28e-02    1.3e-04
  36400      5.76e-01    5.74e-01      1.43e-03    2.85e-04      4.97e-02    4.95e-02    1.3e-04
  36500      5.58e-01    5.82e-01      6.45e-03    5.83e-03      4.71e-02    4.94e-02    1.3e-04
  36600      6.70e-01    5.73e-01      3.52e-03    3.29e-03      5.75e-02    4.92e-02    1.3e-04
  36700      6.01e-01    5.80e-01      2.58e-03    3.46e-04      5.17e-02    5.00e-02    1.3e-04
  36800      5.41e-01    6.09e-01      1.74e-03    3.01e-03      4.67e-02    5.23e-02    1.3e-04
  36900      6.21e-01    6.44e-01      1.20e-03    1.15e-03      5.36e-02    5.55e-02    1.3e-04
  37000      5.58e-01    6.58e-01      2.81e-05    4.29e-04      4.82e-02    5.68e-02    1.3e-04
  37100      5.99e-01    6.23e-01      3.02e-03    3.09e-03      5.15e-02    5.35e-02    1.3e-04
  37200      5.07e-01    5.85e-01      5.84e-03    6.02e-03      4.28e-02    4.96e-02    1.3e-04
  37300      5.70e-01    5.89e-01      1.56e-03    2.42e-03      4.92e-02    5.07e-02    1.3e-04
  37400      6.50e-01    6.15e-01      1.94e-03    1.95e-03      5.60e-02    5.30e-02    1.3e-04
  37500      6.50e-01    6.32e-01      1.78e-03    1.85e-03      5.60e-02    5.45e-02    1.3e-04
  37600      6.48e-01    6.20e-01      3.84e-04    1.50e-04      5.59e-02    5.35e-02    1.3e-04
  37700      6.22e-01    5.97e-01      2.99e-03    1.83e-03      5.35e-02    5.15e-02    1.3e-04
  37800      5.65e-01    6.66e-01      2.08e-03    1.60e-03      4.86e-02    5.74e-02    1.3e-04
  37900      6.47e-01    7.10e-01      7.17e-03    6.89e-03      5.47e-02    6.03e-02    1.3e-04
  38000      6.02e-01    6.06e-01      6.45e-04    3.75e-04      5.19e-02    5.23e-02    1.3e-04
  38100      6.14e-01    6.06e-01      5.64e-03    5.12e-03      5.23e-02    5.17e-02    1.3e-04
  38200      6.31e-01    6.15e-01      3.39e-04    1.87e-03      5.44e-02    5.30e-02    1.3e-04
  38300      6.18e-01    6.25e-01      2.64e-03    3.46e-03      5.32e-02    5.36e-02    1.3e-04
  38400      6.21e-01    5.75e-01      7.28e-04    1.37e-03      5.36e-02    4.96e-02    1.3e-04
  38500      5.87e-01    5.72e-01      4.39e-04    4.26e-04      5.06e-02    4.94e-02    1.3e-04
  38600      7.83e-01    5.57e-01      8.38e-03    5.41e-03      6.63e-02    4.73e-02    1.3e-04
  38700      6.07e-01    6.56e-01      2.74e-03    4.31e-03      5.22e-02    5.62e-02    1.3e-04
  38800      6.33e-01    6.24e-01      2.83e-03    3.19e-03      5.45e-02    5.37e-02    1.3e-04
  38900      5.61e-01    6.13e-01      8.20e-03    9.10e-03      4.67e-02    5.09e-02    1.3e-04
  39000      4.98e-01    6.21e-01      4.32e-03    1.88e-03      4.25e-02    5.36e-02    1.3e-04
  39100      5.58e-01    6.09e-01      2.90e-03    2.85e-03      4.79e-02    5.24e-02    1.3e-04
  39200      7.96e-01    6.13e-01      1.06e-03    1.09e-03      6.87e-02    5.29e-02    1.3e-04
  39300      6.29e-01    6.29e-01      5.42e-03    4.16e-03      5.36e-02    5.39e-02    1.3e-04
  39400      7.07e-01    5.31e-01      4.17e-03    2.62e-03      6.07e-02    4.56e-02    1.3e-04
  39500      6.06e-01    6.04e-01      5.50e-03    4.59e-03      5.16e-02    5.16e-02    1.3e-04
  39600      6.71e-01    6.70e-01      2.61e-03    3.33e-03      5.78e-02    5.76e-02    1.3e-04
  39700      6.34e-01    6.73e-01      7.74e-03    7.14e-03      5.33e-02    5.70e-02    1.3e-04
  39800      7.75e-01    6.46e-01      7.71e-03    7.58e-03      6.58e-02    5.45e-02    1.3e-04
  39900      5.42e-01    8.50e-01      6.48e-03    5.69e-03      4.57e-02    7.28e-02    1.3e-04
  40000      4.95e-01    4.98e-01      6.44e-05    3.29e-04      4.93e-02    4.96e-02    1.0e-04
  40100      5.14e-01    5.02e-01      9.27e-04    1.10e-03      5.11e-02    5.00e-02    1.0e-04
  40200      5.67e-01    5.29e-01      8.91e-04    1.37e-05      5.64e-02    5.27e-02    1.0e-04
  40300      4.90e-01    5.76e-01      2.27e-03    2.66e-03      4.86e-02    5.71e-02    1.0e-04
  40400      5.41e-01    5.17e-01      2.07e-03    2.50e-03      5.37e-02    5.12e-02    1.0e-04
  40500      5.07e-01    4.94e-01      2.15e-04    7.59e-04      5.04e-02    4.92e-02    1.0e-04
  40600      4.80e-01    4.78e-01      2.46e-03    1.95e-03      4.75e-02    4.75e-02    1.0e-04
  40700      5.15e-01    5.48e-01      8.11e-04    6.74e-04      5.13e-02    5.45e-02    1.0e-04
  40800      5.63e-01    5.03e-01      2.52e-04    6.97e-04      5.60e-02    5.01e-02    1.0e-04
  40900      5.34e-01    5.12e-01      2.36e-04    2.14e-04      5.32e-02    5.10e-02    1.0e-04
  41000      5.52e-01    3.98e-01      7.21e-03    6.60e-03      5.33e-02    3.77e-02    1.0e-04
  41100      5.76e-01    5.51e-01      3.77e-03    3.39e-03      5.69e-02    5.44e-02    1.0e-04
  41200      5.32e-01    5.30e-01      1.15e-02    8.49e-03      4.86e-02    5.03e-02    1.0e-04
  41300      4.73e-01    5.00e-01      1.61e-04    1.64e-04      4.71e-02    4.97e-02    1.0e-04
  41400      5.04e-01    5.25e-01      1.61e-03    1.65e-03      5.00e-02    5.21e-02    1.0e-04
  41500      5.25e-01    4.04e-01      2.19e-03    2.84e-03      5.22e-02    3.98e-02    1.0e-04
  41600      5.37e-01    5.41e-01      1.18e-04    1.35e-03      5.35e-02    5.38e-02    1.0e-04
  41700      4.68e-01    5.52e-01      5.94e-03    6.99e-03      4.53e-02    5.35e-02    1.0e-04
  41800      5.00e-01    5.78e-01      5.93e-03    4.59e-03      4.86e-02    5.69e-02    1.0e-04
  41900      5.87e-01    5.38e-01      1.92e-04    6.54e-04      5.84e-02    5.36e-02    1.0e-04
  42000      4.81e-01    5.12e-01      3.77e-03    2.80e-03      4.74e-02    5.07e-02    1.0e-04
  42100      4.95e-01    4.88e-01      7.73e-04    2.25e-03      4.92e-02    4.84e-02    1.0e-04
  42200      4.89e-01    5.02e-01      3.89e-04    4.81e-04      4.87e-02    4.99e-02    1.0e-04
  42300      4.76e-01    5.08e-01      3.13e-03    2.45e-03      4.71e-02    5.03e-02    1.0e-04
  42400      4.67e-01    5.21e-01      1.15e-02    6.57e-03      4.14e-02    5.04e-02    1.0e-04
  42500      5.92e-01    5.17e-01      3.67e-03    2.62e-03      5.85e-02    5.13e-02    1.0e-04
  42600      5.00e-01    5.08e-01      3.33e-05    1.48e-03      4.98e-02    5.05e-02    1.0e-04
  42700      5.12e-01    4.85e-01      4.81e-03    4.00e-03      5.02e-02    4.77e-02    1.0e-04
  42800      5.77e-01    5.37e-01      1.91e-03    1.19e-03      5.74e-02    5.34e-02    1.0e-04
  42900      4.62e-01    5.16e-01      5.90e-04    6.28e-04      4.59e-02    5.14e-02    1.0e-04
  43000      5.35e-01    5.09e-01      1.84e-03    1.12e-03      5.32e-02    5.07e-02    1.0e-04
  43100      5.05e-01    5.18e-01      7.90e-04    2.41e-04      5.03e-02    5.16e-02    1.0e-04
  43200      5.24e-01    4.99e-01      1.43e-03    3.31e-03      5.21e-02    4.93e-02    1.0e-04
  43300      4.98e-01    4.28e-01      1.87e-03    1.60e-03      4.95e-02    4.25e-02    1.0e-04
  43400      5.41e-01    5.22e-01      3.26e-03    2.46e-03      5.35e-02    5.18e-02    1.0e-04
  43500      4.89e-01    6.43e-01      3.10e-03    3.43e-03      4.84e-02    6.37e-02    1.0e-04
  43600      5.13e-01    5.01e-01      3.12e-03    2.39e-03      5.08e-02    4.97e-02    1.0e-04
  43700      5.34e-01    5.34e-01      4.28e-04    1.10e-03      5.31e-02    5.31e-02    1.0e-04
  43800      5.72e-01    5.42e-01      1.04e-03    2.16e-05      5.69e-02    5.40e-02    1.0e-04
  43900      5.29e-01    4.92e-01      1.77e-03    3.84e-04      5.26e-02    4.89e-02    1.0e-04
  44000      5.86e-01    4.47e-01      3.25e-04    1.03e-03      5.83e-02    4.44e-02    1.0e-04
  44100      4.74e-01    4.38e-01      6.64e-03    3.63e-03      4.56e-02    4.31e-02    1.0e-04
  44200      4.92e-01    4.69e-01      1.63e-03    1.57e-03      4.89e-02    4.66e-02    1.0e-04
  44300      5.00e-01    5.62e-01      2.64e-03    4.31e-04      4.95e-02    5.59e-02    1.0e-04
  44400      4.76e-01    4.84e-01      4.75e-03    5.00e-03      4.66e-02    4.73e-02    1.0e-04
  44500      4.69e-01    5.05e-01      2.97e-03    4.68e-03      4.64e-02    4.95e-02    1.0e-04
  44600      3.59e-01    5.40e-01      3.01e-03    1.98e-03      3.53e-02    5.36e-02    1.0e-04
  44700      5.95e-01    5.22e-01      6.39e-03    5.91e-03      5.80e-02    5.08e-02    1.0e-04
  44800      5.39e-01    4.61e-01      1.46e-04    4.46e-04      5.37e-02    4.59e-02    1.0e-04
  44900      5.53e-01    5.48e-01      2.20e-04    2.13e-04      5.50e-02    5.45e-02    1.0e-04
  45000      4.99e-01    3.95e-01      1.57e-03    1.35e-03      5.71e-02    4.52e-02    7.5e-05
  45100      4.33e-01    4.88e-01      4.10e-03    2.98e-03      4.89e-02    5.56e-02    7.5e-05
  45200      4.57e-01    4.26e-01      6.87e-04    2.50e-04      5.24e-02    4.89e-02    7.5e-05
  45300      3.99e-01    4.31e-01      1.69e-04    3.59e-04      4.58e-02    4.95e-02    7.5e-05
  45400      4.69e-01    3.86e-01      8.07e-03    6.20e-03      5.09e-02    4.22e-02    7.5e-05
  45500      4.15e-01    4.65e-01      2.55e-04    1.27e-05      4.76e-02    5.33e-02    7.5e-05
  45600      4.48e-01    4.26e-01      3.22e-03    2.62e-03      5.10e-02    4.85e-02    7.5e-05
  45700      4.32e-01    4.59e-01      2.28e-03    1.98e-03      4.93e-02    5.25e-02    7.5e-05
  45800      4.22e-01    4.51e-01      8.81e-06    1.29e-03      4.85e-02    5.17e-02    7.5e-05
  45900      3.51e-01    4.40e-01      2.26e-03    1.49e-03      4.00e-02    5.04e-02    7.5e-05
  46000      4.40e-01    4.42e-01      2.30e-03    2.34e-03      5.03e-02    5.05e-02    7.5e-05
  46100      4.79e-01    4.67e-01      2.72e-03    2.07e-03      5.46e-02    5.34e-02    7.5e-05
  46200      4.44e-01    4.22e-01      6.83e-04    1.14e-03      5.09e-02    4.84e-02    7.5e-05
  46300      4.31e-01    3.87e-01      2.61e-03    1.71e-03      4.91e-02    4.43e-02    7.5e-05
